Name,Email,Phone Number,Street,State,Zip Code,Client Type,Preferred Home Type,Preferred Number of Bedrooms,Preferred Number of Bathrooms,Preferred Square Footage,Preferred School Rating,Assigned Employee
"Simpson, Peggy",peggy.simpson@example.com,395-277-7503,57542 Salas Gardens Apt. 864,CT,6132,renter,apartment,1,1,1666,8,"Shaffer, Jacqueline"
"Horton, Sarah",sarah.horton@example.com,001-281-336-0119x045,395 Cooper View Suite 508,CT,6121,owner,,,,,,"Wood, Maria"
"Ingram, Kristen",kristen.ingram@example.com,574-589-8625,542 Brett Crossroad Apt. 633,NJ,7191,owner,,,,,,"Tanner, Sean"
"Owens, Stephen",stephen.owens@example.com,(614)366-2494,2873 May Isle,CT,6040,buyer,condo,3,1,1794,5,"Lopez, Katherine"
"Hoffman, Jessica",jessica.hoffman@example.com,(619)347-5534x58602,9944 Santana Bypass Suite 594,NY,14015,buyer,townhouse,1,3,3202,8,"Bright, Robert"
"Morris, Marilyn",marilyn.morris@example.com,+1-285-820-2874x7412,64918 Stephen Viaduct,NY,14847,owner,,,,,,"Walker, Aaron"
"Rios, Steven",steven.rios@example.com,(974)227-4074x326,88039 Kramer Grove,CT,6040,buyer,condo,2,2,2234,4,"Terry, Zachary"
"Green, James",james.green@example.com,(981)526-4062,8237 Williams Springs Suite 204,CT,6078,renter,single house,1,3,1611,1,"Walsh, Timothy"
"Schwartz, Alan",alan.schwartz@example.com,331.224.6490x7917,985 Hunt Squares,NY,12568,renter,apartment,3,1,833,4,"Cruz, Connie"
"Hernandez, Sarah",sarah.hernandez@example.com,4416814166,79798 Lewis Causeway Suite 777,NJ,8105,owner,,,,,,"Pham, Karen"
"Andrews, Mandy",mandy.andrews@example.com,292.856.3199,197 Reynolds Hill,CT,6057,seller,,,,,,"Olsen, Ann"
"Winters, Rebecca",rebecca.winters@example.com,(906)221-9739x02374,7064 Anthony Villages,NJ,8315,renter,condo,4,3,1002,1,"Wood, Maria"
"Cardenas, Luke",luke.cardenas@example.com,662-600-7239x640,939 Chelsea Village Apt. 896,CT,6212,seller,,,,,,"Lopez, Katherine"
"Norton, Sarah",sarah.norton@example.com,(522)665-8091x4728,7020 Hughes Wall,NY,12667,renter,condo,5,3,2738,6,"Roberts, Sandra"
"Hall, Brenda",brenda.hall@example.com,458.329.9811,1663 Reilly Radial,CT,6160,renter,condo,1,2,3460,8,"Collier, James"
"Rios, Antonio",antonio.rios@example.com,621.996.4703x3742,80728 Johnston Glen Suite 085,NY,14645,seller,,,,,,"Burton, Tina"
"Patterson, George",george.patterson@example.com,001-824-826-0633x4952,87821 Diaz Tunnel,NJ,7196,renter,apartment,3,1,1526,1,"Brennan, Lindsay"
"Rose, Thomas",thomas.rose@example.com,+1-576-551-2700x293,730 Marquez Throughway,CT,6291,seller,,,,,,"Lewis, Kara"
"Stephens, Paula",paula.stephens@example.com,(299)260-5274,07377 Tamara Common,NY,11159,seller,,,,,,"Clements, Derek"
"Rodriguez, Stephanie",stephanie.rodriguez@example.com,001-620-573-5337x847,197 Debbie Stream Apt. 461,NJ,7604,seller,,,,,,"Gray, Christina"
"Roberts, Craig",craig.roberts@example.com,(999)436-3481x42338,49428 Hannah Forges Apt. 846,NY,13845,owner,,,,,,"Evans, Christina"
"Smith, Sherry",sherry.smith@example.com,(471)384-1709x2493,2925 John Trail,NY,12701,buyer,townhouse,3,3,1377,3,"Williams, Kristy"
"Mack, Nicole",nicole.mack@example.com,(741)779-4604x5553,89649 Colleen Extension,NJ,8737,seller,,,,,,"Wood, Maria"
"Salazar, Denise",denise.salazar@example.com,(450)315-9428x89165,24735 William Shoals Suite 931,CT,6322,owner,,,,,,"Davis, Ashley"
"Arnold, Adam",adam.arnold@example.com,+1-996-246-6113x6237,0567 Hill Station,NY,12857,owner,,,,,,"Wheeler, Michelle"
"Anderson, Lisa",lisa.anderson@example.com,(692)259-0230x793,9057 Hansen Hills,NY,12527,renter,single house,2,1,845,10,"Williams, Kristy"
"Nichols, Isaac",isaac.nichols@example.com,(853)720-4430,97566 Deborah Plaza,CT,6307,owner,,,,,,"Dodson, Rhonda"
"Richmond, Robert",robert.richmond@example.com,7926657977,489 Angel Knoll Apt. 579,NY,11665,seller,,,,,,"Erickson, Dakota"
"Davis, Emma",emma.davis@example.com,-7148,4177 Shawn Shore,CT,6246,buyer,condo,3,2,1790,4,"Cruz, Connie"
"Garcia, Sandra",sandra.garcia@example.com,968.277.7403,5681 Hunter Loaf,CT,6001,buyer,single house,4,1,815,9,"Brown, John"
"Glover, Cynthia",cynthia.glover@example.com,001-962-406-7163x777,4441 Nancy Gardens,NJ,7312,buyer,apartment,5,1,1549,2,"Vargas, Leah"
"Cox, Megan",megan.cox@example.com,(414)291-8144x07264,25086 Salazar Spur Suite 199,CT,6048,buyer,condo,4,1,1515,1,"Koch, Luis"
"Meza, David",david.meza@example.com,5714650254,056 Tiffany Forks,CT,6002,owner,,,,,,"Garrett, Raymond"
"Martinez, Alex",alex.martinez@example.com,(419)670-4373,13822 Sarah Ways,CT,6147,owner,,,,,,"Frye, Angela"
"Garcia, Linda",linda.garcia@example.com,001-871-616-2236,8351 Christopher Skyway,NJ,8181,seller,,,,,,"Zimmerman, Melissa"
"Campbell, Carlo",carlos.campbell@example.com,001-224-771-6808x882,73916 Jones Track,NJ,7717,renter,apartment,3,1,1823,1,"Marshall, Nicole"
"Woods, Lisa",lisa.woods@example.com,+1-853-238-9334x589,347 Sonya Oval Apt. 876,NY,12311,owner,,,,,,"Munoz, Paul"
"Vaughn, Rebecca",rebecca.vaughn@example.com,760-505-1121x35317,86295 Murphy Fall Apt. 740,NY,10399,renter,townhouse,4,1,3408,6,"Campbell, Christopher"
"Roberts, Brian",brian.roberts@example.com,4966663712,24506 Kenneth Landing,CT,6349,owner,,,,,,"Gibbs, Anthony"
"Chen, Donna",donna.chen@example.com,(570)695-9553x3728,08682 Mark Plaza Apt. 519,CT,6341,buyer,apartment,2,2,1105,3,"Watson, Samantha"
"Bates, Carrie",carrie.bates@example.com,+1-746-917-4061x6291,409 Robin Gateway Apt. 976,NY,14620,buyer,condo,5,1,2220,10,"Perry, Cynthia"
"Nguyen, Patricia",patricia.nguyen@example.com,589.633.0749,1530 Richard View Suite 745,CT,6261,owner,,,,,,"Hopkins, Andrew"
"Adams, Cody",cody.adams@example.com,+1-727-453-1346x6374,006 Mcdonald Points Suite 949,CT,6063,seller,,,,,,"Johnson, Angelica"
"Curtis, Patrick",patrick.curtis@example.com,469.627.6630,747 Mclaughlin Springs,NJ,8116,buyer,single house,2,2,1133,5,"Simpson, Christina"
"Peters, Kimberly",kimberly.peters@example.com,001-734-637-3758x436,2446 Nancy Ports,NY,14634,owner,,,,,,"Murillo, Lydia"
"Fitzgerald, Michael",michael.fitzgerald@example.com,001-225-579-0345,32018 Sanchez Rest,NY,14295,owner,,,,,,"Simpson, Christina"
"Steele, Melinda",melinda.steele@example.com,888-404-6180,89792 Lyons Brooks Apt. 594,NY,10012,owner,,,,,,"Lee, Melissa"
"Smith, Jim",jim.smith@example.com,001-637-684-9424x1804,148 Anna Creek,NJ,8693,buyer,townhouse,5,1,1269,9,"Watson, Samantha"
"Ramirez, Stephanie",stephanie.ramirez@example.com,843-636-6217,4396 Allison Station,NJ,8963,renter,apartment,2,1,2496,3,"Mcguire, Jeanette"
"Robertson, Paul",paul.robertson@example.com,+1-380-378-3162x39540,8748 Lee Ville,NJ,8504,buyer,single house,1,3,1842,0,"Morse, Randy"
"Bailey, Eric",eric.bailey@example.com,(888)347-6661x754,92552 Kayla Land Suite 698,NJ,7017,owner,,,,,,"Campbell, Christopher"
"Gonzalez, Stephen",stephen.gonzalez@example.com,909-699-1444x34116,9986 Elizabeth Summit Suite 911,CT,6177,renter,townhouse,3,1,2235,7,"Galvan, Alyssa"
"White, Billy",billy.white@example.com,763.334.7258x3109,204 Morgan Cliff,NJ,8737,owner,,,,,,"Davis, Ashley"
"Bradshaw, Karen",karen.bradshaw@example.com,-1756,9511 Guzman Prairie,CT,6084,owner,,,,,,"Sims, Roberto"
"Gordon, Dawn",dawn.gordon@example.com,(439)373-7051x0767,898 Steven Place,CT,6169,renter,townhouse,5,3,2889,9,"Wise, David"
"Kim, Brittany",brittany.kim@example.com,6456614075,5339 Alicia Springs Suite 714,NJ,7439,renter,apartment,4,3,1187,1,"Miller, Danielle"
"Kennedy, Rachel",rachel.kennedy@example.com,292-770-6761x538,76503 Denise Street,CT,6015,seller,,,,,,"Lowery, Michael"
"Francis, Derek",derek.francis@example.com,(648)781-0681x8176,3608 Eric Port,CT,6195,buyer,single house,2,2,2171,3,"Bradley, Michael"
"Lynn, Kimberly",kimberly.lynn@example.com,616.864.6725x19607,13398 Kirby Avenue,NJ,8447,seller,,,,,,"Morse, Randy"
"Peters, Jimmy",jimmy.peters@example.com,(760)311-1864x86853,30401 Taylor Parks Suite 631,CT,6275,owner,,,,,,"Meyer, Valerie"
"Phillips, Joe",joe.phillips@example.com,(827)688-2704x2513,259 Soto Crossing Apt. 942,NY,10596,renter,townhouse,2,1,1882,5,"Campbell, Christopher"
"Mora, Andrea",andrea.mora@example.com,(872)475-5608,2046 Sosa Summit,NJ,7573,buyer,condo,3,3,1650,4,"Wise, David"
"Watkins, Robert",robert.watkins@example.com,+1-950-749-8380x859,5924 Paula Stravenue,CT,6365,owner,,,,,,"Ross, Molly"
"Barrett, Tina",tina.barrett@example.com,798-445-0093,994 Amy Points,NJ,7523,owner,,,,,,"Clements, Derek"
"Bennett, David",david.bennett@example.com,001-860-334-9022x54397,28228 Schmidt Gateway Apt. 878,CT,6297,buyer,condo,2,3,3123,10,"Barnes, Michael"
"Novak, David",david.novak@example.com,239.285.3696,33561 Stewart Squares,CT,6206,seller,,,,,,"Lopez, Katherine"
"Reyes, Laura",laura.reyes@example.com,873.897.6912x0059,2128 Justin Manor,NY,10930,seller,,,,,,"Watson, Samantha"
"Wilson, Brittney",brittney.wilson@example.com,799.358.6519,235 David Inlet,CT,6282,buyer,apartment,1,3,1691,0,"Diaz, Bianca"
"Dean, Rebecca",rebecca.dean@example.com,001-406-972-0859x02570,3878 Brian Course Apt. 003,NJ,8343,owner,,,,,,"Hines, Monica"
"Mcdonald, Courtney",courtney.mcdonald@example.com,523.285.3527,594 Elizabeth Road Apt. 622,NY,14583,owner,,,,,,"Garrett, Raymond"
"Walker, Carrie",carrie.walker@example.com,(863)921-9949,8477 Thomas Gateway Suite 327,NJ,7360,seller,,,,,,"Hill, Allen"
"Martin, Miguel",miguel.martin@example.com,+1-953-702-6436x386,32050 Nicole Summit Suite 459,NY,12059,renter,apartment,2,1,803,2,"Howard, Katherine"
"Mitchell, Amanda",amanda.mitchell@example.com,471-686-8709x60034,363 Parsons Ridges Apt. 762,NY,10032,buyer,condo,1,2,1485,5,"Anderson, Joseph"
"Martinez, Melanie",melanie.martinez@example.com,336.487.8029x9620,896 Jackson Mountains Apt. 846,CT,6035,owner,,,,,,"Davis, Ashley"
"Carr, Kelly",kelly.carr@example.com,786.538.0162x8761,288 Dixon Burgs Suite 230,CT,6057,seller,,,,,,"Garcia, Craig"
"Waters, Michael",michael.waters@example.com,001-546-988-4654x0812,49607 Carrillo Garden Suite 058,NY,13262,seller,,,,,,"Shaw, Thomas"
"Hernandez, Cheryl",cheryl.hernandez@example.com,(794)251-3941x85954,27825 Joshua Crossing,NJ,7522,owner,,,,,,"Frye, Angela"
"Bennett, Stephanie",stephanie.bennett@example.com,+1-611-663-5073x582,20338 Erika Freeway Apt. 306,CT,6007,renter,townhouse,2,3,1923,5,"Gibbs, Anthony"
"Robinson, Angelica",angelica.robinson@example.com,(876)494-3826,16420 Williams Shore Suite 681,NY,12043,renter,apartment,5,2,3487,5,"Campbell, Christopher"
"Armstrong, Christopher",christopher.armstrong@example.com,(289)492-5336x090,95326 Chelsea Plains Apt. 468,CT,6197,seller,,,,,,"Smith, Joshua"
"Alexander, Paul",paul.alexander@example.com,513.590.4093x69682,95284 Sanchez Ports,NJ,8518,owner,,,,,,"Paul, Ashley"
"Cervantes, Kristin",kristin.cervantes@example.com,+1-942-952-5169x514,3274 Jimmy Mill,CT,6073,owner,,,,,,"Murillo, Lydia"
"Davis, Joseph",joseph.davis@example.com,840.994.7012x16870,14255 Collier Fall,CT,6289,owner,,,,,,"Meyer, Valerie"
"Herman, Robert",robert.herman@example.com,317.812.8974x614,143 Teresa Lock Suite 330,CT,6183,owner,,,,,,"Cruz, Pamela"
"Vaughan, Antonio",antonio.vaughan@example.com,(760)898-2305x742,22072 Edward Lodge Suite 463,NJ,7179,owner,,,,,,"Willis, Stephanie"
"Gonzales, Melissa",melissa.gonzales@example.com,201.565.9416,2935 Anderson Brook Suite 580,NJ,7485,buyer,single house,2,2,1376,6,"Gomez, Shannon"
"Ponce, Collin",collin.ponce@example.com,945-952-7690x992,015 Jones Forge,NJ,7246,owner,,,,,,"Lewis, Kara"
"Wells, Jacob",jacob.wells@example.com,820-509-7561x797,366 Brandy Island,CT,6036,buyer,townhouse,2,2,970,9,"Burton, Tina"
"Rodriguez, Kelly",kelly.rodriguez@example.com,871-492-4430,836 Janice Prairie,NJ,8349,seller,,,,,,"Murillo, Lydia"
"Evans, Daniel",daniel.evans@example.com,2868618748,186 Kevin Squares,CT,6307,seller,,,,,,"Walsh, Timothy"
"Price, Deanna",deanna.price@example.com,001-293-826-6462,941 Anderson Port,NJ,7983,seller,,,,,,"Barnes, Michael"
"Valentine, Michelle",michelle.valentine@example.com,+1-628-391-8582x176,1484 Smith Wall,NJ,7434,owner,,,,,,"Cox, Kathleen"
"Smith, Malik",malik.smith@example.com,(447)258-0473,44841 Danny Roads Apt. 317,NY,11235,renter,condo,4,1,2894,7,"Cordova, Virginia"
"Solomon, Kenneth",kenneth.solomon@example.com,798.465.6651,57661 Weber Trafficway Apt. 946,NJ,8965,renter,single house,4,3,1509,0,"Shaffer, Jacqueline"
"Jenkins, Tracy",tracy.jenkins@example.com,841-367-6120,994 Kirsten Centers,CT,6201,renter,townhouse,3,3,3135,5,"Wilcox, Frank"
"Porter, Sonia",sonia.porter@example.com,6425669052,240 Rogers Springs Suite 810,CT,6120,seller,,,,,,"Walker, Aaron"
"Smith, Courtney",courtney.smith@example.com,(228)925-5489,60435 Hogan Cliffs,NY,13480,buyer,apartment,1,3,3101,1,"Murillo, Lydia"
"Thompson, Carolyn",carolyn.thompson@example.com,(687)494-8105x8557,970 Mark Falls Apt. 001,NJ,7916,renter,apartment,2,1,1781,0,"Lowery, Michael"
"Brewer, Mariah",mariah.brewer@example.com,440-730-4501,006 Laura Rue Suite 453,NJ,8855,owner,,,,,,"Watson, Samantha"
"Rogers, Heather",heather.rogers@example.com,817-941-1699x10072,310 Shirley Heights,NJ,8953,renter,apartment,2,2,824,2,"Andrews, Faith"
"Miller, Gina",gina.miller@example.com,953-246-9247x137,85658 Sean Overpass,CT,6273,owner,,,,,,"Watson, Anthony"
"Morales, Wyatt",wyatt.morales@example.com,-9995,828 Madison Ridges Suite 122,CT,6376,seller,,,,,,"Garrett, Raymond"
"Olson, Richard",richard.olson@example.com,(912)749-3276x3679,515 Jessica Drives,CT,6043,seller,,,,,,"Lee, Melissa"
"Stewart, Jessica",jessica.stewart@example.com,788-487-5119x082,9307 Leah Forge,NY,13372,seller,,,,,,"Barnes, Michael"
"Jones, Andrew",andrew.jones@example.com,001-597-971-4745x7398,58024 Philip Fall Suite 197,CT,6165,owner,,,,,,"Wise, David"
"Wise, Corey",corey.wise@example.com,001-217-378-8776x812,7258 Stanley Hills,NY,14061,renter,single house,3,3,1401,4,"Norris, Joshua"
"Ruiz, Krystal",krystal.ruiz@example.com,783.737.4241,2824 Morgan Trace Apt. 398,NJ,8598,renter,single house,5,2,3382,0,"Holland, Kristy"
"Nguyen, David",david.nguyen@example.com,842.418.9967x444,8694 Braun Walks Suite 572,NJ,7575,buyer,townhouse,2,1,1133,6,"Lopez, Katherine"
"Ball, Jeffrey",jeffrey.ball@example.com,993-332-8295,97751 Phillips Extension,CT,6243,owner,,,,,,"Hopkins, Andrew"
"Montgomery, Jorge",jorge.montgomery@example.com,(250)603-5318x51731,9870 Hunter Unions Suite 523,NY,13825,buyer,single house,5,1,1755,9,"Taylor, Richard"
"Saunders, Allison",allison.saunders@example.com,(667)889-9100x179,206 Christine Fords Suite 480,NJ,8241,seller,,,,,,"Thomas, Kenneth"
"Henry, Kevin",kevin.henry@example.com,510.682.5235x6270,885 Craig Villages,NY,13914,buyer,condo,5,1,1312,5,"Wood, Katelyn"
"Eaton, Ana",ana.eaton@example.com,-9980,34165 Williams Ridges,CT,6138,renter,single house,2,1,960,7,"Diaz, Bianca"
"Hernandez, Lori",lori.hernandez@example.com,-2713,653 Miller Street Apt. 289,NY,12936,owner,,,,,,"Fry, Joseph"
"Sampson, Tabitha",tabitha.sampson@example.com,430-712-4436x649,9245 Glen Brooks Apt. 372,NY,10868,owner,,,,,,"Taylor, Jessica"
"Massey, Jason",jason.massey@example.com,(558)345-1872x30324,93098 Bryant Drive,NJ,8322,buyer,apartment,1,2,3258,10,"Thomas, Kenneth"
"Smith, Desiree",desiree.smith@example.com,001-698-352-1071,42473 Michael Crossroad,NY,14751,buyer,townhouse,5,2,804,3,"Miller, Danielle"
"Turner, Melissa",melissa.turner@example.com,(890)574-7624,232 Jeffery Place,CT,6350,seller,,,,,,"Harris, Jennifer"
"Galvan, Reginald",reginald.galvan@example.com,001-830-451-0770x317,23941 Jennifer Junction,NJ,8542,owner,,,,,,"Bright, Robert"
"Hubbard, Sara",sara.hubbard@example.com,3546020574,784 Adam Parkway,CT,6333,renter,condo,5,2,1411,9,"Andrews, Faith"
"Vazquez, Heather",heather.vazquez@example.com,202-751-6860x39547,52795 Rogers Ways,NJ,7103,owner,,,,,,"Hopkins, Andrew"
"Washington, Heather",heather.washington@example.com,601.547.5839x155,2891 Taylor Loop Suite 931,CT,6004,renter,apartment,4,2,2619,2,"Shaffer, Jacqueline"
"Reid, Timothy",timothy.reid@example.com,807.321.5533x28589,35823 Green Manor Apt. 566,NY,13144,buyer,apartment,1,2,3122,0,"Watson, Samantha"
"Black, Justine",justin.black@example.com,361-998-4681,3299 Danielle Bridge Suite 938,CT,6279,renter,condo,2,3,514,3,"Grant, Douglas"
"Williams, Megan",megan.williams@example.com,+1-659-509-5294x1479,04973 Stanley Burgs,NY,13251,owner,,,,,,"Jones, Sarah"
"Bowen, Eric",eric.bowen@example.com,-9816,643 Meredith Lakes Apt. 189,NY,10371,seller,,,,,,"Hodges, Patrick"
"Herrera, Melissa",melissa.herrera@example.com,935-492-9277x31522,03569 Owens Mill Suite 296,NJ,7127,seller,,,,,,"Barnes, Michael"
"Mann, Nichole",nichole.mann@example.com,205.227.8861x969,93300 John Prairie,NY,11271,renter,single house,4,1,2055,9,"Terry, Zachary"
"Cox, Paul",paul.cox@example.com,(676)354-7311,765 Fuentes Tunnel,NJ,8500,renter,apartment,2,1,1196,2,"Williams, Kristy"
"Dennis, Alyssa",alyssa.dennis@example.com,-7509,83392 Gray Grove Apt. 507,NY,12177,owner,,,,,,"Garcia, Craig"
"Taylor, Christopher",christopher.taylor@example.com,796-939-3675,2777 Williams Loaf,NY,13452,renter,single house,5,3,3129,1,"Erickson, Dakota"
"Medina, Kristina",kristina.medina@example.com,001-431-324-0674,607 Gonzalez Parks Apt. 678,CT,6314,renter,condo,2,3,551,2,"Zimmerman, Melissa"
"Perez, Jamez",james.perez@example.com,884-666-4642,837 Nathan Estates,CT,6317,owner,,,,,,"Gonzales, Catherine"
"Pearson, Sara",sara.pearson@example.com,001-557-325-3051x9232,51881 Jeffery Hollow,NJ,8012,owner,,,,,,"Koch, Luis"
"Barton, Christine",christine.barton@example.com,-1613,2576 Sherry Plains Suite 688,NY,14101,owner,,,,,,"Davis, Craig"
"Barrera, Michael",michael.barrera@example.com,474-307-3942,44722 Arias Valley,NY,13779,owner,,,,,,"Garcia, Christopher"
"Fritz, Paul",paul.fritz@example.com,555.424.7629x02014,3779 Howell Ville Suite 098,NY,14879,owner,,,,,,"Wood, Maria"
"Mitchell, Thomas",thomas.mitchell@example.com,982-395-0899x46942,730 Johnson Port,NJ,7919,buyer,single house,4,3,940,9,"Anderson, Joseph"
"Thomas, Edward",edward.thomas@example.com,(372)228-5118,24794 Stephanie Station,NJ,7955,renter,condo,5,1,2902,8,"Bright, Robert"
"Cross, Jeff",jeff.cross@example.com,693-443-1892x06239,980 Dominguez Keys,CT,6142,owner,,,,,,"Marshall, Nicole"
"Freeman, Nicholas",nicholas.freeman@example.com,001-648-210-5243x51421,87275 Ortega Fords Apt. 297,NJ,7346,seller,,,,,,"Brennan, Lindsay"
"Pierce, Michael",michael.pierce@example.com,001-288-814-1148,643 Brown Square Apt. 083,NY,13429,seller,,,,,,"Murillo, Lydia"
"Mcbride, Loretta",loretta.mcbride@example.com,-6226,451 Melanie Circle,NY,10289,buyer,townhouse,5,1,2290,3,"Garcia, Hannah"
"Russo, Samantha",samantha.russo@example.com,417-373-3245x1390,08142 Danielle Lights,NY,13066,seller,,,,,,"Rios, Mary"
"Buchanan, Philip",philip.buchanan@example.com,933.768.2441,8944 Ryan Forks Apt. 477,NY,10763,renter,townhouse,4,1,1110,4,"Greene, Courtney"
"Hancock, Emily",emily.hancock@example.com,+1-402-424-3208x2864,995 Charles Ports,NY,12076,buyer,single house,1,1,1336,2,"Patton, Colton"
"Wilson, Danielle",danielle.wilson@example.com,(501)982-6293x87901,9391 Smith Drive Apt. 915,NJ,8188,owner,,,,,,"Cruz, Connie"
"Hicks, David",david.hicks@example.com,(360)812-7420,4572 Kim Curve Suite 278,CT,6351,seller,,,,,,"Walsh, Timothy"
"Coleman, Bryan",bryan.coleman@example.com,512-941-0990,57415 James Causeway,NY,14568,owner,,,,,,"Hopkins, Andrew"
"Cox, Jesse",jesse.cox@example.com,782-490-7002x63330,10338 Sherman Island,NJ,8333,owner,,,,,,"Barnes, Michael"
"Barber, Tammy",tammy.barber@example.com,6112107776,57406 Moore Street Suite 262,CT,6359,seller,,,,,,"Marshall, Nicole"
"Lyons, Daniel",daniel.lyons@example.com,757.420.3729x581,2176 Stephens Prairie,NY,12341,owner,,,,,,"Patton, Colton"
"Jacobs, Traci",traci.jacobs@example.com,+1-238-563-3234x04014,749 King Glen,NY,13528,renter,townhouse,5,3,1553,4,"Campos, Michael"
"Roth, Joanna",joanna.roth@example.com,338.453.3647,266 Roger Expressway,NJ,7188,buyer,single house,1,3,1851,3,"Mccann, Wendy"
"Turner, Tanya",tanya.turner@example.com,-2077,3775 Cindy Tunnel,CT,6306,buyer,condo,4,1,2204,5,"Jones, Sarah"
"Mclaughlin, Jennifer",jennifer.mclaughlin@example.com,8119744168,34879 Nathan Bridge,CT,6378,owner,,,,,,"Wood, Maria"
"Riley, Cody",cody.riley@example.com,710-574-5370,489 Foster Route,CT,6127,seller,,,,,,"Walsh, Timothy"
"Weaver, Allison",allison.weaver@example.com,243-476-8844x506,6402 Anderson Key,CT,6240,seller,,,,,,"Mata, Miranda"
"Schwartz, Gregory",gregory.schwartz@example.com,6818584311,4801 Gibson Ramp Apt. 778,NY,10662,seller,,,,,,"Thomas, Kenneth"
"Herrera, Katherine",katherine.herrera@example.com,628-574-6485,7928 Lee Bridge,NJ,7097,seller,,,,,,"Greene, Courtney"
"Holt, Rebecca",rebecca.holt@example.com,+1-303-552-4909x968,34720 Martin Roads Apt. 892,NJ,8326,owner,,,,,,"Coleman, Katherine"
"William, Joseph",joseph.williams@example.com,+1-863-808-0616x8347,98400 Hayes Wall Suite 937,CT,6180,buyer,single house,3,3,1300,7,"Ross, Patricia"
"Martin, John",john.martin@example.com,001-861-717-2079x3583,19649 Adams Plaza Apt. 277,CT,6251,owner,,,,,,"Bell, Christopher"
"Reed, Jasmine",jasmine.reed@example.com,556-409-8062,1703 Michael Spur Apt. 058,NY,10509,renter,apartment,5,1,2638,8,"Davis, Ashley"
"Sharp, Ellen",ellen.sharp@example.com,001-790-727-0706x95112,1707 Michelle Hollow,CT,6378,renter,single house,3,2,2982,5,"Klein, Brian"
"Bernard, Marvin",marvin.bernard@example.com,743-703-0526x615,407 Mendez Station Suite 749,NJ,8341,owner,,,,,,"Watson, Samantha"
"Moore, Harold",harold.moore@example.com,(297)889-7414x680,0376 Gregory Ports Apt. 954,CT,6315,buyer,townhouse,4,3,3249,4,"Hill, Allen"
"Savage, Lori",lori.savage@example.com,838.464.4351,6926 Cooley Heights,CT,6092,seller,,,,,,"Anderson, Joseph"
"Mcdaniel, Victor",victor.mcdaniel@example.com,715-506-2186,205 Scott Square,NY,12723,buyer,apartment,3,3,533,2,"Clements, Derek"
"Schwartz, James",james.schwartz@example.com,(533)772-9574x2495,70649 Diaz Crescent Apt. 908,CT,6136,seller,,,,,,"Hodges, Patrick"
"Barajas, Christopher",christopher.barajas@example.com,(708)934-5785x4016,494 Rodriguez Landing,NJ,8473,renter,townhouse,1,2,2888,5,"Tanner, Sean"
"Gallagher, Christian",christian.gallagher@example.com,356-771-7811x45376,4165 Dawn Cape,NJ,8761,renter,apartment,5,1,2824,8,"Garrett, Raymond"
"Davis, Christine",christine.davis@example.com,734-911-5089,3018 Allison Unions,NJ,8360,owner,,,,,,"Gray, Christina"
"Lindsey, Zachary",zachary.lindsey@example.com,+1-731-594-9604x91698,8334 Vargas Cove,NJ,8865,renter,single house,4,1,3024,10,"Watson, Samantha"
"Thompson, Diana",diana.thompson@example.com,+1-968-313-4829x8084,89996 Robert Estate Suite 621,NY,12828,renter,single house,2,2,652,5,"Holland, Kristy"
"Richards, Brittany",brittany.richards@example.com,5678519869,933 Richard Fork,NY,11644,renter,apartment,3,3,2179,6,"Gray, Christina"
"Johnson, Debra",debra.johnson@example.com,685-928-8957x5306,8002 Cross Avenue,NY,11018,owner,,,,,,"Perry, Cynthia"
"Vargas, Michelle",michelle.vargas@example.com,796-768-8440,78814 Ariana Neck Suite 633,NJ,8000,buyer,single house,3,1,1420,9,"Davis, Ashley"
"Monroe, Lance",lance.monroe@example.com,(580)719-1625,58276 Jason Haven Suite 671,NY,13230,buyer,single house,3,1,804,6,"Kane, Diana"
"Taylor, Carolyn",carolyn.taylor@example.com,897-740-7382x4291,93469 Thomas Fork Suite 256,NY,11595,renter,townhouse,1,2,3045,5,"Terry, Zachary"
"Molina, Catherine",catherine.molina@example.com,001-559-722-8098x8802,19807 Foster Walks Apt. 279,NY,13444,renter,single house,4,1,2766,0,"Watson, Anthony"
"Collins, Kenneth",kenneth.collins@example.com,282.285.8962x11941,5629 Knight Expressway,NY,12358,owner,,,,,,"Coleman, Katherine"
"Campbell, Sean",sean.campbell@example.com,001-468-662-1153x08463,94784 Jamie Mills,NY,14674,renter,condo,5,2,721,9,"Cordova, Virginia"
"Miles, James",james.miles@example.com,796-844-1862x29126,4162 Michael Underpass,CT,6336,seller,,,,,,"Jones, Sarah"
"Foley, William",william.foley@example.com,(568)789-0048,620 Hensley Underpass Apt. 550,NJ,7668,renter,condo,4,1,3085,1,"Garcia, Hannah"
"Adams, Cameron",cameron.adams@example.com,(442)855-0368,741 Victoria Plaza Apt. 062,NJ,8508,seller,,,,,,"Davis, Craig"
"Parker, Douglas",douglas.parker@example.com,562.652.5611x993,8726 Deborah Freeway Suite 613,CT,6014,renter,townhouse,1,1,2641,6,"Brown, John"
"Perez, Bonnie",bonnie.perez@example.com,+1-407-801-7255x78053,9628 Lisa Fords Suite 426,NY,11369,buyer,townhouse,5,1,2661,4,"Meyer, Valerie"
"Hughes, Lindsey",lindsey.hughes@example.com,883-671-5053,65617 Donald Stravenue,NJ,8167,buyer,townhouse,3,2,2525,7,"Garcia, Christopher"
